,index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
8132,10951,TODO: Find a better error format,Yes,No,y
8133,10953,TODO: Classify could choke on a single bug which could make the whole,Yes,Yes,y
8134,10954,"TODO: It should actually be applied on \""raw_text\"".",Yes,Yes,y
8135,10955,TODO: use full_html=False,Yes,No,y
8136,10958,TODO: Set to 2 years and 6 months. If it takes too long; make the task work incrementally like microannotate-generate.,Yes,Yes,y
8137,10961,Only needed because mercurial<->git mapping could be behind.,Yes,Yes,y
8138,10962,allow maximum of 6 columns in a row to fit the page better,No,Yes,y
8139,10963,Workaround: handle multi class case for force_plot to work correctly,Yes,Yes,y
8140,10965,TODO: Move http_service under bugbug to solve this import name,Yes,Yes,y
8141,10967,TODO: Might be better storing it in the file,Yes,No,y
8142,10968,version = file_path_parts[14:]  # TODO: Use version,Yes,Yes,y
8143,10972,TODO: Data from multiple commits in the same push should be merged.,Yes,Yes,y
8144,10973,TODO: Support group reviewers somehow.,Yes,No,y
8145,10974,XXX: Figure out a way to know the email address of the author.,Yes,Yes,y
8146,10975,TODO Remove this hack after a few runs on the new deployment,Yes,Yes,y
8147,10978,TODO Remove this hack after a few runs on the new deployment,Yes,Yes,y
8148,10980,TODO: Should we consider a merge of the commits of the stack?,Yes,No,y
8149,10982,XXX: Consider using the runnable jobs artifact from the Gecko Decision task.,Yes,Yes,y
8150,10985,TODO: Bring back this assertion; but using pushid instead.,Yes,Yes,y
8151,10988,TODO: Check the version again once we can run tasks for longer (https:\/\/bugzilla.mozilla.org\/show_bug.cgi?id=1604175).,Yes,No,y
8152,10989,"TODO: The \""\"" choice can be removed when all users have been updated to pass a correct phabricator_deployment.",Yes,Yes,y
8153,10990,TODO: This can be removed when all users have been updated to pass a correct phabricator_deployment.,Yes,No,y
8154,10993,Custom __init__ is needed to support *args; and object.__setattr__ is,Yes,Yes,y
8155,10994,needed for 'frozen=True'.,No,Yes,y
8156,10995,TODO Return real data based on 'revset',Yes,Yes,y
8157,10996,that limit. Connections are established as needed; so using a large value,No,Yes,y
8158,10997,XXX: We have to support items in the cache that were added,No,Yes,y
8159,10998,XXX: We re-cache now just to make sure all items get a mozci version.,No,Yes,y
8160,11000,XXX: Move this back to adr.config.cache.has to avoid regenerating,Yes,Yes,y
8161,11005,"Handle \""meaningless\"" labeling changes (\""meaningless\"" as they shouldn't really affect test scheduling).",Yes,Yes,y
8162,11006,"Handle \""meaningless\"" labeling changes (\""meaningless\"" as they shouldn't really affect test scheduling).",Yes,Yes,y
8163,11008,Regenerate results which don't contain the fix revision.,Yes,Yes,y
8164,11009,"TODO: Support \""moving\"" past bugs between files when they are renamed and between functions when they are",Yes,Yes,y
8165,11010,If we got all bugs we needed; break.,No,Yes,y
8166,11012,TODO: Figure out what to do with bugs we couldn't download (security bugs).,Yes,No,y
8167,11013,TODO: Figure out what to do with bugs we couldn't download (security bugs).,Yes,No,y
8168,11019,TODO: We would like to use the component at the time of filing too;,Yes,Yes,y
8169,11020,Only add to the map bugs we are interested in; and bugs that block other bugs (needed for the bug_to_types call).,No,Yes,y
8170,11021,NOTE: fix inconsistencies in data label,Yes,No,y
8171,11026,Set Wi to a subset of columns of the identity matrix of size voxels by TRs,No,Yes,y
8172,11028,TODO,Yes,Yes,n
8173,11029,FIXME Workaround for using the Intel compiler by setting the CC env var,Yes,No,y
8174,11031,and last columns. We denote (I - rho1 * D + rho1**2 * F) with A.,No,Yes,y
8175,11032,move closer to their correct values before GP is introduced.,No,Yes,y
8176,11033,The free parameter log(SNR^2) is in param,No,Yes,y
8177,11035,default that all columns are conditions of interest,No,No,n
8178,11037,specify the random state to fix the random numbers,No,Yes,y
8179,11039,No columns in X0 can be explained by the,No,Yes,y
8180,11040,The two flags above dictates whether columns corresponding to,No,Yes,y
8181,11043,"\""\""\""Full Correlation Matrix Analysis (FCMA) ||  || Correlation related high performance routines || \""\""\""",No,Yes,y
8182,11044,specify the random state to fix the random numbers,No,Yes,y
8183,11045,"\""\""\""Distributed Searchlight SRM Example. ||  || This example runs searchlight srm on time segment matching experiment using Sherlock || dataset.  ||  || Example Usage || ------- || If run 4 ranks: ||     $ mpirun -n 4 python3 searchlight_srm_example.py ||  || Author || ------- || Hejia Zhang (Princeton University ELE Department) ||  || Notes || ------- || It's an implementation of: || Zhang; Hejia; et al. \""A Searchlight Factor Model Approach for Locating Shared  || Information in Multi-Subject fMRI Analysis.\"" arXiv preprint arXiv:1609.09432 (2016). || https:\/\/arxiv.org\/abs\/1609.09432 ||  || \""\""\""",No,Yes,n
8184,11046,"\""\""\""Generic image functionality.\""\""\""",No,Yes,y
8185,11048,regressors needed to account for the covariance,No,No,n
8186,11050,Squareform and shuffle rows\/columns of pairwise ISC matrix to,No,No,n
8187,11054,Return signal needed,No,No,n
8188,11056,FIXME workaround for Theano failure on macOS Conda builds,Yes,Yes,y
8189,11057,Inspired by workaround from PyMC3,No,No,n
8190,11058,FIXME workaround for pymanopt only working with tensorflow 1.,Yes,Yes,y
8191,11060,"as the \""lemma factor\"" for lack of a better definition",No,Yes,y
8192,11061,If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,y
8193,11062,"\""\""\"" || Probabilistic machine learning module for Python || ================================================= || pmlearn is a Python module for practical probabilistic machine || learning built on top of scikit-learn and PymC3. ||  || It aims to provide simple and efficient solutions to learning problems || that are accessible to everybody and reusable in various contexts: || machine-learning as a versatile tool for science and engineering. || See http:\/\/pymc-learn.org for complete documentation. || \""\""\""",No,Yes,n
8194,11063,TODO: make this more efficient; right now; it's very explicit so I understand it.,Yes,Yes,y
8195,11072,TODO: fix this,Yes,No,y
8196,11074,TODO: check that where is actually needed here,Yes,No,y
8197,11076,TODO: This may be easily deprecated in favor of,Yes,No,y
8198,11079,maybe improved later,Yes,No,y
8199,11080,unparseable. Maybe git-describe is misbehaving?,No,Yes,y
8200,11081,TODO: Number of trials?? Add argument put also put a default.,Yes,No,y
8201,11082,TODO: a default\/best moptconfig would help,Yes,Yes,y
8202,11086,TODO?? Default resource from environmental,Yes,No,y
8203,11087,If true; `todo` and `todoList` produce output; else they produce nothing.,No,Yes,y
8204,11088,Fork if it is needed,No,Yes,y
8205,11089,XXX: This may be MongoDB only; it updates an inserted dict with _id,No,Yes,y
8206,11092,TODO Accept a string parsed out from args or config,Yes,Yes,y
8207,11093,TODO reciprocal == loguniform,Yes,Yes,y
8208,11094,TODO gaussian == normal == norm -> real,Yes,Yes,y
8209,11096,TODO random == uniform == randint (discrete),Yes,Yes,y
8210,11099,TODO builders,Yes,Yes,y
8211,11100,This is due to a scipy convention; check `__init__`,No,Yes,y
8212,11101,Change that .@#$% scipy convention for uniform.,Yes,No,y
8213,11103,Hack it into being discoverable,Yes,No,y
8214,11104,TODO Define Transformation classes; request and composite them using,Yes,Yes,y
8215,11105,TODO check requirements,Yes,No,y
8216,11106,TODO cascade Transformation through `Factory`,Yes,Yes,y
8217,11107,TODO substitute with transformed space,Yes,Yes,y
8218,11108,TODO Transform back to the original space,Yes,Yes,y
8219,11110,white box hack,No,No,n
8220,11111,XXX: Complete this on both end of interval when scipy bug is fixed,Yes,Yes,y
8221,11113,TODO: No need for read_and_write here; because unique indexes,Yes,Yes,y
8222,11114,TODO: No need for read_and_write here; because unique indexes,Yes,Yes,y
8223,11115,TODO: No need for read_and_write here; because unique indexes,Yes,Yes,y
8224,11116,TODO Expose these 4 USER oriented goodfellows to a orion configuration file :),Yes,Yes,y
8225,11118,XXX: ~trial.full_name has a bug.,Yes,No,y
8226,11121,Get database perhaps from env vars,No,Yes,y
8227,11122,TODO: Default resource from environmental (localhost),Yes,No,y
8228,11123,TODO: Default resource from environmental (localhost),Yes,No,y
8229,11124,Hack it into being discoverable,Yes,No,y
8230,11125,TODO check eval,Yes,Yes,y
8231,11127,TODO Create Adaptor instances,Yes,Yes,y
8232,11131,# TODO: Meh; ugly,Yes,Yes,y
8233,11132,TODO: Meh; ugly,Yes,Yes,y
8234,11133,# TODO: Detect marked renaming and resolve properly,Yes,Yes,y
8235,11135,TODO: Does not work !!!! * * * * FIX  FIX FIX,Yes,Yes,y
8236,11136,TODO: When refactoring experiment managenent; is_different_from,Yes,Yes,y
8237,11137,TODO: Find out how we should pass those arguments (--config-change-type; etc),Yes,Yes,y
8238,11139,"\""\""\"" || :mod:`orion.core.io.database.ephemeraldb` -- Non permanent database || =================================================================== ||  || .. module:: database ||    :platform: Unix ||    :synopsis: Implement non permanent version of :class:`orion.core.io.database.AbstractDB` ||  || \""\""\""",No,Yes,n
8239,11142,Hack it into being discoverable,Yes,No,y
8240,11146,TODO: Add assertion for content of config file,Yes,No,y
8241,11147,TODO: Remove this method but still create config file.,Yes,Yes,y
8242,11148,"\""\""\"" || :mod:`orion.core.io.database.pickleddb` -- Pickled Database || =========================================================== ||  || .. module:: database ||    :platform: Unix ||    :synopsis: Implement permanent version of :class:`orion.core.io.database.EphemeralDB` ||  || \""\""\""",No,Yes,n
8243,11149,"\""\""\"" || :mod:`orion.algo.asha` -- TODO || ====================================================================== ||  || .. module:: asha  ||    :platform: Unix ||    :synopsis: TODO ||  || \""\""\""",Yes,Yes,n
8244,11151,TODO: Hash point (without fidelity) to get a unique trial id,Yes,Yes,y
8245,11153,TODO Expose these 4 USER oriented goodfellows to a orion configuration file :),Yes,Yes,y
8246,11156,TODO: Remove this method but still create config file.,Yes,Yes,y
8247,11157,"\""\""\"" || :mod:`orion.algo.asha` -- TODO || ====================================================================== ||  || .. module:: asha  ||    :platform: Unix ||    :synopsis: TODO ||  || \""\""\""",Yes,Yes,y
8248,11158,TODO: Add fidelity here based on `space`,Yes,Yes,y
8249,11159,TODO: Hash point (without fidelity) to get a unique trial id,Yes,Yes,y
8250,11160,TODO find which bracket containts the point. If none;,Yes,Yes,y
8251,11164,TODO: Views are not fully configured until configuration is refactored,Yes,Yes,y
8252,11165,TODO: Remove this line when views gets fully configured,Yes,Yes,y
8253,11167,TODO: Views are not fully configured until configuration is refactored,Yes,Yes,y
8254,11169,TODO: Configure this,Yes,No,y
8255,11170,TODO: Views are not fully configured until configuration is refactored,Yes,Yes,y
8256,11172,TODO: Views are not fully configured until configuration is refactored,Yes,Yes,y
8257,11174,TODO: Fix these singletons to remove Legacy; MongoDB; PickledDB and EphemeralDB.,Yes,Yes,y
8258,11175,TODO: Configure this,Yes,No,y
8259,11176,TODO: Configure this,Yes,No,y
8260,11177,probably should be 6,No,No,n
8261,11178,how much info to print. 0=none; 1=standard; 2=verbose,No,Yes,y
8262,11179,both options were supported until a refactoring of the short-vector code (necessary to enable assembly) broke it. Since =True always seems to be faster; no time has been spend on fixing =False,Yes,Yes,y
8263,11180,FIXME =False worked before the vector refactor; fixing requires re-ordering load\/store indices; but they aren't the faster option so not worth time right now,Yes,Yes,y
8264,11181,in opencl for some compilers; performance improved by putting a memfence after each subiteration; it prevented the loads of one subiteration from being moved,No,Yes,y
8265,11182,+ Less VGPRS (32b offset vs 64-bit) needed for addressing,No,No,n
8266,11187,This can improve utilization; in particular if macro-tile is larger than the lower dimensions.,No,Yes,y
8267,11188,Tensile will allocate additional VGPR in Global Store phase if needed to,No,Yes,y
8268,11190,performance so this has been deprecated and probably doesn't work,Yes,No,y
8269,11191,add gls or slc after global memory read\/writes to change cacheing; not cacheing the writes is promising and improved performance a tiny bit,Yes,Yes,y
8270,11192,ShiftPtr does not support very small problem dims < global load vector width since the shift,Yes,Yes,y
8271,11193,would move outside the array bounds.,Yes,Yes,y
8272,11194,how much info to print. 0=none; 1=standard; 2=verbose,No,Yes,y
8273,11197,in opencl for some compilers; performance improved by putting a memfence after each subiteration; it prevented the loads of one subiteration from being moved,No,Yes,y
8274,11200,- Requires 4 instructions to move scalar limit and a couple SGPR,No,Yes,y
8275,11201,This can result in more efficient kernels; but requires runtime checking to ensure the specified,No,Yes,y
8276,11202,wraps to next J.  TODO - might be useful to change this?,Yes,Yes,y
8277,11204,Tensile will allocate additional VGPR in Global Store phase if needed to,No,Yes,y
8278,11208,ShiftPtr does not support very small problem dims < global load vector width since the shift,Yes,Yes,y
8279,11209,would move outside the array bounds.,Yes,Yes,y
8280,11210,how much info to print. 0=none; 1=standard; 2=verbose,No,Yes,y
8281,11211,both options were supported until a refactoring of the short-vector code (necessary to enable assembly) broke it. Since =True always seems to be faster; no time has been spend on fixing =False,Yes,Yes,y
8282,11213,in opencl for some compilers; performance improved by putting a memfence after each subiteration; it prevented the loads of one subiteration from being moved,No,Yes,y
8283,11214,+ Less VGPRS (32b offset vs 64-bit) needed for addressing,No,No,n
8284,11215,These conditions should be checked using Assert - TODO,Yes,No,y
8285,11216,- Requires 4 instructions to move scalar limit and a couple SGPR,No,Yes,y
8286,11219,This can improve utilization; in particular if macro-tile is larger than the lower dimensions.,No,Yes,y
8287,11221,integer ammount of padding to put into LDS; in 2016 this didn't seem to help performance; profilers were showing that channel conflicts weren't really hurting,Yes,Yes,y
8288,11222,performance so this has been deprecated and probably doesn't work,Yes,No,y
8289,11224,ShiftPtr does not support very small problem dims < global load vector width since the shift,Yes,Yes,y
8290,11225,would move outside the array bounds.,Yes,Yes,y
8291,11227,both options were supported until a refactoring of the short-vector code (necessary to enable assembly) broke it. Since =True always seems to be faster; no time has been spend on fixing =False,Yes,Yes,y
8292,11229,in opencl for some compilers; performance improved by putting a memfence after each subiteration; it prevented the loads of one subiteration from being moved,No,Yes,y
8293,11233,This can result in more efficient kernels; but requires runtime checking to ensure the specified,No,Yes,y
8294,11234,wraps to next J.  TODO - might be useful to change this?,Yes,Yes,y
8295,11237,integer ammount of padding to put into LDS; in 2016 this didn't seem to help performance; profilers were showing that channel conflicts weren't really hurting,Yes,Yes,y
8296,11238,performance so this has been deprecated and probably doesn't work,Yes,No,y
8297,11239,add gls or slc after global memory read\/writes to change cacheing; not cacheing the writes is promising and improved performance a tiny bit,Yes,Yes,y
8298,11241,would move outside the array bounds.,Yes,Yes,y
8299,11242,TODO - not needed; but seems to help performance:,Yes,No,y
8300,11245,TODO - For GlobalSplitU; perhaps need to do this before the GSU workgroup assignment?  Or NumWorkGroups0,Yes,Yes,y
8301,11247,move wg0;1 in vgprs into sgprs,No,No,n
8302,11249,It might be possible to fix globalWriteBatch to handle this case but these,Yes,Yes,y
8303,11250,"TODO: change to kStr += \""  COMPUTE_DATA_TYPE rC[TT%s*TT%s];%s\"" \\ % (self.tileChar0; self.tileChar1; self.endLine )",Yes,Yes,y
8304,11251,TODO - For GlobalSplitU; perhaps need to do this before the GSU workgroup assignment?  Or NumWorkGroups0,Yes,Yes,y
8305,11253,It might be possible to fix globalWriteBatch to handle this case but these,Yes,Yes,y
8306,11255,fix missing and duplicate solution indices.,Yes,Yes,y
8307,11260,# works for 2 groups.. needs fix for moer than 2 groups,Yes,Yes,y
8308,11261,Setup store config for number of sgpr and vgpr needed,No,Yes,y
8309,11264,implement wider stores,No,Yes,y
8310,11266,TODO - could tune these for store mode (BufferStore; edge; etc):,Yes,Yes,y
8311,11268,implement wider stores,No,Yes,y
8312,11269,Setup store config for number of sgpr and vgpr needed,No,Yes,y
8313,11270,VGPR to use for element data; needed for atomic or beta,No,No,n
8314,11272,TODO - could tune these for store mode (BufferStore; edge; etc):,Yes,Yes,y
8315,11273,TODO - could tune these for store mode (BufferStore; edge; etc):,Yes,Yes,y
8316,11275,implement wider stores,No,Yes,y
8317,11276,Setup store config for number of sgpr and vgpr needed,No,Yes,y
8318,11278,VGPR to use for element data; needed for atomic or beta,No,No,n
8319,11279,TODO - someday make this a one-stop shop to also save the coord0 and coord1,Yes,Yes,y
8320,11280,implement wider stores,No,Yes,y
8321,11281,"GEMM csv files contain \""LDD\"" \""LDC\"" \""LDA\"" \""LDB\"" columns",No,No,n
8322,11282,might be able to refactor this to eliminate signed math,Yes,Yes,y
8323,11283,TODO - fix for GSU; need LOCAL_DEPTHU*GSUp,Yes,Yes,y
8324,11284,Change offset for subsequent dims (if needed),No,No,n
8325,11285,might be able to refactor this to eliminate signed math,Yes,Yes,y
8326,11286,TODO - fix for GSU; need LOCAL_DEPTHU*GSUp,Yes,Yes,y
8327,11287,one address for each element write; maybe should div vw?,Yes,Yes,y
8328,11288,TODO - may generate extra inst at batch start,Yes,Yes,y
8329,11289,TODO - review firstBatch; lastCoord; should be set in this function,Yes,Yes,y
8330,11291,coord0Vgpr : TODO,Yes,Yes,y
8331,11292,TODO; do we need edge?,Yes,Yes,y
8332,11294,TODO; this is only needed for edge and eventually not there either,Yes,Yes,y
8333,11295,Move the row ptr,No,No,n
8334,11296,perform any needed range checks and address calculations for the element.,No,Yes,y
8335,11297,TODO - mask should be part of AddrCalc state not passed as parm,Yes,Yes,y
8336,11298,TODO - might be able to eliminate this,Yes,Yes,y
8337,11300,numElementsPerBatch=min(2;numElementsPerBatch) # hack to control number of batches,Yes,Yes,y
8338,11301,hack to avoid re-using address vgpr across rows,Yes,Yes,y
8339,11302,TODO - maybe this should be encapulated in the SS setup code,Yes,Yes,y
8340,11303,TODO-packed - modify to ignore packed; perhaps:,Yes,Yes,y
8341,11304,TODO - someday make this a one-stop shop to also save the coord0 and coord1,Yes,Yes,y
8342,11306,TODO - for PreciseBoundsCheckStore we could set bounds on C to tile dim,Yes,Yes,y
8343,11307,fixme; do we need this for atomic? BOZO,Yes,No,y
8344,11309,perform any needed range checks and address calculations for the element.,No,Yes,y
8345,11310,Also allocate VGPR resources here; if needed.,No,No,n
8346,11311,TODO; do we need edge?,Yes,Yes,y
8347,11312,TODO - might be able to eliminate this,Yes,Yes,y
8348,11313,The unpacking takes 8-10 instructions so could be worth optimizing someday :,Yes,Yes,y
8349,11314,TODO - mask should be part of AddrCalc state not passed as parm,Yes,Yes,y
8350,11315,Move the row ptr VGPR,No,Yes,y
8351,11316,numElementsPerBatch=min(2;numElementsPerBatch) # hack to control number of batches,Yes,Yes,y
8352,11317,hack to avoid re-using address vgpr across rows,Yes,Yes,y
8353,11318,TODO - add in BPE here too,Yes,Yes,y
8354,11319,TODO - change to use SetConstStrideB,Yes,No,y
8355,11321,TODO - change to use SetConstStrideB,Yes,No,y
8356,11324,since it reduces addressing overhead and will produce a more efficient kernel,No,No,n
8357,11325,TODO; check),Yes,No,y
8358,11326,TODO; check?,Yes,Yes,y
8359,11329,since it reduces addressing overhead and will produce a more efficient kernel,No,No,n
8360,11330,Default is 1; multiple dimensions will be created if needed for strides or otrher cases.,No,Yes,y
8361,11331,-  The notation follows 'convolution' convention so fastest-moving dimensions are last;,No,Yes,y
8362,11334,cidx is first summation index; filter summations follow as needed,No,No,n
8363,11340,TODO - remove this when logic files have been updated,Yes,Yes,y
8364,11344,spatial summations (if needed),No,No,n
8365,11345,debug flag to allocate dummy \/ unused sgpr,No,Yes,y
8366,11346,todo fix vgpr addresses for a and b,Yes,Yes,y
8367,11347,TODO - stride setconst maybe applies only for NCHW\/CNHW format not NHWC,Yes,Yes,y
8368,11352,TODO: Remove debug code when finished,Yes,No,y
8369,11353,spatial summations (if needed),No,No,n
8370,11355,TODO - stride setconst maybe applies only for NCHW\/CNHW format not NHWC,Yes,Yes,y
8371,11356,spatial summations (if needed),No,No,n
8372,11357,debug flag to allocate dummy \/ unused sgpr,No,Yes,y
8373,11360,TODO: Remove debug code when finished,Yes,No,y
8374,11361,TODO calc,Yes,No,y
8375,11363,TODO - stride setconst maybe applies only for NCHW\/CNHW format not NHWC,Yes,Yes,y
8376,11365,TODO calc,Yes,No,y
8377,11366,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8378,11367,TODO - remove this when logic files have been updated,Yes,Yes,y
8379,11368,if we have multiple free strides - what is expected behavior?,No,Yes,y
8380,11370,TODO - refactor since only WG2 is supported and this is always batch,Yes,No,y
8381,11371,TODO: Remove debug code when finished,Yes,No,y
8382,11372,TODO Broadcast code,Yes,Yes,y
8383,11375,TODO 32???,Yes,No,y
8384,11377,TODO Currently only works for 32x32x1x2; revisit calc and element loop,Yes,Yes,y
8385,11378,TODO Based on instruction size,Yes,Yes,y
8386,11379,TODO - refactor since only WG2 is supported and this is always batch,Yes,No,y
8387,11386,TODO - stride setconst maybe applies only for NCHW\/CNHW format not NHWC,Yes,Yes,y
8388,11387,spatial summations (if needed),No,No,n
8389,11388,TODO calc,Yes,No,y
8390,11390,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8391,11392,if we have multiple free strides - what is expected behavior?,No,Yes,y
8392,11393,TODO - PackSummationDims handling needs to handle multiple sum dims,Yes,Yes,y
8393,11395,If 1; summation dims are packed into a single loop and extracted as needed using mod\/shift.  The innermost summation,No,Yes,y
8394,11396,If 1; summation dims are packed into a single loop and extracted as needed using mod\/shift.  The innermost summation,No,Yes,y
8395,11397,TODO - could modify this to support other problem types or optimizations,Yes,Yes,y
8396,11400,TODO: change back to 1,Yes,No,y
8397,11401,TODO: Remove debug code when finished,Yes,No,y
8398,11402,TODO Broadcast code,Yes,Yes,y
8399,11404,TODO controls instruction tile shape; recalc if definition changes,Yes,Yes,y
8400,11408,TODO Based on instruction size,Yes,Yes,y
8401,11411,"if (state[\""WorkGroup\""][0] * state[\""WorkGroup\""][1]) % (state[\""MatrixInstM\""] * state[\""InstSplit\""]) != 0: # TODO rejection for ABlocks",Yes,No,y
8402,11412,TODO calc,Yes,No,y
8403,11414,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8404,11415,TODO - stride setconst maybe applies only for NCHW\/CNHW format not NHWC,Yes,Yes,y
8405,11417,"if (state[\""WorkGroup\""][0] * state[\""WorkGroup\""][1]) % (state[\""MatrixInstM\""] * state[\""InstSplit\""]) != 0: # TODO rejection for ABlocks",Yes,No,y
8406,11418,TODO calc,Yes,No,y
8407,11419,TODO probably fix for LDS,Yes,No,y
8408,11420,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8409,11421,TODO: change back to 1,Yes,No,y
8410,11422,debug flag to allocate dummy \/ unused sgpr,No,Yes,y
8411,11423,if we have multiple free strides - what is expected behavior?,No,Yes,y
8412,11426,TODO: Remove debug code when finished,Yes,No,y
8413,11428,TODO controls instruction tile shape; recalc if definition changes,Yes,Yes,y
8414,11429,TODO Based on instruction size,Yes,Yes,y
8415,11433,TODO controls instruction tile shape; recalc if definition changes,Yes,Yes,y
8416,11434,TODO 32???,Yes,No,y
8417,11435,TODO StoreVectorWidth?,Yes,No,y
8418,11436,TODO Currently only works for 32x32x1x2; revisit calc and element loop,Yes,Yes,y
8419,11439,TODO; check?,Yes,Yes,y
8420,11441,TODO calc,Yes,No,y
8421,11442,TODO probably fix for LDS,Yes,No,y
8422,11443,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8423,11448,TODO needs work on d1 mapping its not really  clean yet.  d1= holds B blocks and TT1\/vectorWdith column blocks,Yes,No,y
8424,11451,mulitple by 4 for row-starting id for each matrixN columns (static for mfma32\/mfma16),No,Yes,y
8425,11452,TODO fix me for MFMA 4x4 instruction,Yes,Yes,y
8426,11454,TODO 4x4 MFMA requires fix,Yes,Yes,y
8427,11458,if we have multiple free strides - what is expected behavior?,No,Yes,y
8428,11459,TODO - PackSummationDims handling needs to handle multiple sum dims,Yes,Yes,y
8429,11464,TODO Fix for > tile,Yes,Yes,y
8430,11466,TODO 32???,Yes,No,y
8431,11468,mulitple by 4 for row-starting id for each matrixN columns (static for mfma32\/mfma16),No,Yes,y
8432,11471,TODO needs work on d1 mapping its not really  clean yet.  d1= holds B blocks and TT1\/vectorWdith column blocks,Yes,No,y
8433,11473,TODO Currently only works for 32x32x1x2; revisit calc and element loop,Yes,Yes,y
8434,11474,TODO 4x4 MFMA requires fix,Yes,Yes,y
8435,11476,TODO; check?,Yes,Yes,y
8436,11478,TODO calc,Yes,No,y
8437,11479,TODO probably fix for LDS,Yes,No,y
8438,11481,debug flag to allocate dummy \/ unused sgpr,No,Yes,y
8439,11482,if we have multiple free strides - what is expected behavior?,No,Yes,y
8440,11483,TODO - PackSummationDims handling needs to handle multiple sum dims,Yes,Yes,y
8441,11486,TODO Broadcast code,Yes,Yes,y
8442,11489,#TODO remove and use VectorWidth once VW mapping of TT is done,Yes,Yes,y
8443,11490,TODO - stride setconst maybe applies only for NCHW\/CNHW format not NHWC,Yes,Yes,y
8444,11491,spatial summations (if needed),No,No,n
8445,11492,Add AssertStride*Equal for PackBatchDims; if needed,No,Yes,y
8446,11494,"if (state[\""WorkGroup\""][0] * state[\""WorkGroup\""][1]) % (state[\""MatrixInstM\""] * state[\""InstSplit\""]) != 0: # TODO rejection for ABlocks",Yes,No,y
8447,11497,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8448,11498,TODO: Remove debug code when finished,Yes,No,y
8449,11499,TODO avoid s_nop if its possible,Yes,Yes,y
8450,11500,TODO Broadcast code,Yes,Yes,y
8451,11502,TODO controls instruction tile shape; recalc if definition changes,Yes,Yes,y
8452,11505,mulitple by 4 for row-starting id for each matrixN columns (static for mfma32\/mfma16),No,Yes,y
8453,11506,TODO fix me for MFMA 4x4 instruction,Yes,Yes,y
8454,11507,TODO review below code,Yes,Yes,y
8455,11508,TODO needs work on d1 mapping its not really  clean yet.  d1= holds B blocks and TT1\/vectorWdith column blocks,Yes,No,y
8456,11510,TODO Currently only works for 32x32x1x2; revisit calc and element loop,Yes,Yes,y
8457,11512,"if (state[\""WorkGroup\""][0] * state[\""WorkGroup\""][1]) % (state[\""MatrixInstM\""] * state[\""InstSplit\""]) != 0: # TODO rejection for ABlocks",Yes,No,y
8458,11513,TODO calc,Yes,No,y
8459,11514,TODO probably fix for LDS,Yes,No,y
8460,11515,TODO MI - SubGroup0 temporarily == MIWG0; revisit later,Yes,Yes,y
8461,11516,TODO; check),Yes,No,y
8462,11519,TODO - stride setconst maybe applies only for NCHW\/CNHW format not NHWC,Yes,Yes,y
8463,11520,spatial summations (if needed),No,No,n
8464,11521,Add AssertStride*Equal for PackBatchDims; if needed,No,Yes,y
8465,11523,TODO; check?,Yes,Yes,y
8466,11528,TODO Broadcast code,Yes,Yes,y
8467,11530,TODO controls instruction tile shape; recalc if definition changes,Yes,Yes,y
8468,11532,TODO fix-me for ldc!=ldd,Yes,Yes,y
8469,11533,mulitple by 4 for row-starting id for each matrixN columns (static for mfma32\/mfma16),No,Yes,y
8470,11535,TODO review below code,Yes,Yes,y
8471,11536,TODO needs work on d1 mapping its not really  clean yet.  d1= holds B blocks and TT1\/vectorWdith column blocks,Yes,No,y
8472,11538,TODO Currently only works for 32x32x1x2; revisit calc and element loop,Yes,Yes,y
8473,11541,TODO: change back to 1,Yes,No,y
8474,11542,TODO Broadcast code,Yes,Yes,y
8475,11543,TODO: change back to 1,Yes,No,y
8476,11544,TODO: Remove debug code when finished,Yes,No,y
8477,11546,TODO Broadcast code,Yes,Yes,y
8478,11548,TODO controls instruction tile shape; recalc if definition changes,Yes,Yes,y
8479,11549,TODO 32???,Yes,No,y
8480,11552,TODO fix me for MFMA 4x4 instruction,Yes,Yes,y
8481,11553,TODO review below code,Yes,Yes,y
8482,11554,TODO needs work on d1 mapping its not really  clean yet.  d1= holds B blocks and TT1\/vectorWdith column blocks,Yes,No,y
8483,11556,TODO Currently only works for 32x32x1x2; revisit calc and element loop,Yes,Yes,y
8484,11557,TODO 4x4 MFMA requires fix,Yes,Yes,y
8485,11565,hack to avoid re-using address vgpr across rows,Yes,Yes,y
8486,11573,TODO:,Yes,No,n
8487,11574,TODO,Yes,Yes,n
8488,11576,TODO add fp16 hpa as well,Yes,No,y
8489,11577,TODO:,Yes,No,n
8490,11583,TODO Broadcast code,Yes,Yes,y
