index,Comment,GPT_4_Predicted_MLTD_label,spaCy_Predicted_MLTD_label,actual_MLTD_label
6777,TODO: can this be improved by taking the list of embeddings per sentence instead of creating embeddings per token,Yes,No,y
6778,TODO: use bucket to improve performance,Yes,No,y
6779,TODO: can this be improved by taking the list of embeddings per sentence instead of creating embeddings per token,Yes,No,y
6780,TODO: use bucket to improve performance,Yes,No,y
6782,the CoNLL 2000 task on chunking has three columns: text; pos and np (chunk),No,No,y
6783,the GERMEVAL task only has two columns: text and ner,No,No,y
6784,(!!) needed for code inside fcn_arch; utils..,Yes,Yes,y
6790,AF WTF how did it work...,No,Yes,y
6792,TODO: accept the classes lut instead of mask out,Yes,Yes,y
6793,TODO: check if it works with logits; maybe there is no need,Yes,Yes,y
6798,TODO: add non-adaptive visualization function; where the colorbar,Yes,Yes,y
6800,TODO FCN8,Yes,No,y
6802,TODO mean_iou is doing flattening! is it OK?,Yes,No,y
6803,TODO mean_iou is doing flattening! is it OK?,Yes,No,y
6804,TODO mean_iou is doing flattening! is it OK?,Yes,No,y
6806,"TODO add back an option to run without preprocessing... (\""native\"")",Yes,Yes,y
6807,TODO implement as a default callback..,Yes,Yes,y
6808,won't really work w. pixels==None,Yes,Yes,y
6814,TODO is global_step iterated on each minimize()?,Yes,Yes,y
6821,XXX,No,Yes,y
6822,XXX,No,Yes,y
6825,TO-DO: need to check all the attribute of the ops as well,Yes,No,y
6826,TO-DO: there may be a bug to detect associate bias and weights for,Yes,No,y
6832,HACK,Yes,No,y
6833,Frames per env; so total (nenv * frames) Frames needed,No,Yes,y
6838,TODO: fix missing\/inacurate comments,Yes,Yes,y
6839,FIXME: Incorrect call argument...,Yes,Yes,y
6840,TODO: Add session everywhere for GAIL,Yes,Yes,y
6842,Feel free to fix it if you know what is meant here.,Yes,Yes,y
6848,TODO: fix missing\/inacurate comments,Yes,Yes,y
6850,TODO: add support for continuous actions,Yes,No,y
6852,TODO: setup virtualenv in read the docs,Yes,No,y
6853,TODO: replace with stable_baselines.__version__,Yes,Yes,y
6857,TODO: simplify this to this:,Yes,No,y
6860,TODO: replay_buffer refactoring,Yes,No,y
6861,TODO: replay_buffer refactoring,Yes,No,y
6865,Transform to callable if needed,No,Yes,y
6866,TODO: replay_buffer refactoring,Yes,No,y
6867,TODO: replay_buffer refactoring,Yes,No,y
6868,Use two Q-functions to improve performance by reducing overestimation bias.,No,Yes,y
6873,automatically set target entropy if needed,No,Yes,y
6875,check if a gpu version is needed,No,Yes,y
6876,TODO: replay_buffer refactoring,Yes,No,y
6878,so no additional changes is needed in the dataloader,No,Yes,y
6879,maybe with Gumbel-max trick ? (http:\/\/amid.fish\/humble-gumbel),No,No,y
6880,TODO: support images properly (using a CNN),Yes,Yes,y
6882,TODO: replace with normal tb logging,Yes,No,y
6883,Reshape actions if needed when using discrete actions,No,Yes,y
6886,not needed in general),Yes,No,y
6888,Transform to callable if needed,No,Yes,y
6889,from a uniform distribution for better exploration.,No,No,y
6892,Warn the user if needed.,No,No,y
6900,Stop training if the performance is good enough,No,Yes,y
6901,TODO: use pre-defined observations instead of reward,Yes,Yes,y
6902,case a corresponding rule is needed (at least for the time being),Yes,No,y
6907,If true; `todo` and `todoList` produce output; else they produce nothing.,Yes,Yes,y
6910,ToDo: earlyfirst; earlylateafternoon,No,No,y
6912,ends with non regex,No,No,y
6913,TODO: keep debug for back-compatibility; but remove it later,Yes,Yes,y
6917,TODO: why do we have a different method for scoring,Yes,Yes,y
6921,more than 1000. A better way would be to return an ordering tuple instead;,No,Yes,y
6923,TODO: NEEDS BETTER EXPLANATION\/ORGANISATION,Yes,Yes,y
6925,TODO,Yes,Yes,n
6927,last_annotation = self.in_progress_annotation  #TODO: self?,Yes,No,y
6929,Increase maybe,No,Yes,y
6930,Move the layer up (negative offset) or down (postive offset),No,No,y
6931,The index we want to move to,No,Yes,y
6932,self.clearChanges() #TODO perhaps?,Yes,No,y
6934,use a convolution with appropriate kernel; manually deal with the boundaries first,No,Yes,y
6935,and set the required environment variables as needed; such that,No,Yes,y
6936,Check if C-Support is available for better performance,No,No,y
6937,load ground truth instances; if needed,No,Yes,y
6939,IDs are needed.,No,No,y
6940,if the label is not known; but ends with a 'group' (e.g. cargroup),No,No,y
6941,If the label is not known; but ends with a 'group' (e.g. cargroup),No,No,y
6942,Enable mouse move events,No,Yes,y
6943,TODO: rename.,Yes,Yes,y
6944,TODO: typing.,Yes,Yes,y
6947,In the future; have better error checking for directories,Yes,Yes,y
6949,size 100 slight overfitting; size 20 no overfitting. 200 is not better than 100. Prediction much better with size 100; size 20 cannot capture the data.,No,Yes,y
6950,'loss' : target.loss; #binary crossentropy performs slightly better?,No,No,y
6951,1e-4 is too high; 5e-7 is too low. 5e-5 seems best at 256 batch size; full dataset and ~10 epochs; and lr decay of 0.90. 1e-4 also works well if we decay a lot (i.e ~0.7 or more),No,Yes,y
6952,''' || ######################################################### || This file containts classes to handle data processing ||  || Author: Julian Kates-Harbeck; jkatesharbeck@g.harvard.edu ||  || This work was supported by the DOE CSGF program. || ######################################################### || ''',No,No,n
6953,unused: handling sequences of shots,No,No,y
6954,''' || ######################################################### || This file trains a deep learning model to predict || disruptions on time series data from plasma discharges. ||  || Dependencies: || conf.py: configuration of model;training;paths; and data || model_builder.py: logic to construct the ML architecture || data_processing.py: classes to handle data processing ||  || Author: Julian Kates-Harbeck; jkatesharbeck@g.harvard.edu ||  || This work was supported by the DOE CSGF program. || ######################################################### || ''',No,No,n
6957,''' || ######################################################### || This file containts classes to handle data processing ||  || Author: Julian Kates-Harbeck; jkatesharbeck@g.harvard.edu ||  || This work was supported by the DOE CSGF program. || ######################################################### || ''',No,No,n
6958,''' || ######################################################### || This file containts classes to handle data processing ||  || Author: Julian Kates-Harbeck; jkatesharbeck@g.harvard.edu ||  || This work was supported by the DOE CSGF program. || ######################################################### || ''',No,No,n
6959,''' || ######################################################### || This file containts classes to handle data processing ||  || Author: Julian Kates-Harbeck; jkatesharbeck@g.harvard.edu ||  || This work was supported by the DOE CSGF program. || ######################################################### || ''',No,No,n
6960,FIXME num_gpus should be related to NUM_GPUS,Yes,Yes,y
6963,FIXME this is where data is,Yes,No,y
6965,binary crossentropy performs slightly better?,No,No,y
6970,FIXME do we lose by adding it here?,Yes,Yes,y
6973,potentially move to conf.yaml,Yes,Yes,y
6974,FIXME deprecated,Yes,No,y
6975,FIXME perhaps it is better to pass from driver or derive a class from History or Callbacks,Yes,Yes,y
6986,FIXME,Yes,Yes,y
6987,cut shot ends if we are supposed to,No,No,y
6988,cut_shot_ends = conf['data']['cut_shot_ends'],No,Yes,y
6990,cut_shot_ends = conf['data']['cut_shot_ends'],No,Yes,y
6992,performs !much better than minmaxnormalizer,No,No,y
6996,performs !much better than minmaxnormalizer,No,No,y
6997,performs !much better than minmaxnormalizer,No,No,y
6998,TODO(KGF): this funciton is unused,Yes,Yes,y
7000,TODO(KGF): maybe only allow end='';'\\r';'\ || ' to prevent bugs?,Yes,Yes,y
7001,TODO(KGF): above; builder.py (bug workaround); mpi_launch_tensorflow.py;,Yes,Yes,y
7004,TODO(KGF): perhaps relax the requirement of thse dependencies with try\/except,Yes,Yes,y
7005,"LSTM in ONNX: \""The maximum opset needed by this model is only 9.\""",No,No,y
7006,TODO(KGF): replace this hacky workaround,Yes,Yes,y
7008,TODO(KGF): currently unused shot list files in project directory,Yes,Yes,y
7010,TODO(KGF): perhaps relax the requirement of thse dependencies with try\/except,Yes,Yes,y
7014,"TODO(KGF): \""Target\"" base class is unused here",Yes,Yes,y
7016,TODO(KGF): next 3x fns are currently unused; near dupes of Preprocessor class,Yes,No,y
7017,TODO(KGF): remove unused threshold_range() methods (#54),Yes,No,y
7019,KGF: Unused. model.*() called directly in builder.py,Yes,No,y
7020,KGF: why random position?,Yes,Yes,y
7023,"TODO(KGF): replace this workaround for the \""from plasma.conf import conf\""",Yes,Yes,y
7024,TODO: info \u2192 debug in release,Yes,No,y
7026,It is better to share one procedure with the search;,No,Yes,y
7028,XXX Note that `fetch_rics` is super slow!,Yes,Yes,y
7029,`config.rics` is a better idea,No,Yes,y
7030,TODO move to some util\/misc module?,Yes,Yes,y
7031,It is better to share one procedure with the search;,No,Yes,y
7033,SQLite doesn't implement DROP COLUMN so we just nullify them instead,Yes,Yes,y
7034,Note: `sommaire` is in reverse order; because python lists are better,No,Yes,y
7036,TODO: parity not correct according to the doc,Yes,No,y
7038,Maybe this is for an older PNG version.,No,Yes,y
7039,reboot # maybe firmware v1.5 reboot by itself (bug),Yes,No,y
7041,print(data) # fix,Yes,No,y
7043,print(data) # fix,Yes,No,y
7044,Update validation best accuracy if it is better than,No,Yes,y
7045,In case of super batching; additional functionality must be,No,Yes,y
7046,TODO: add several named commonly used values for bwa_mem_args,Yes,Yes,y
7047,This try...except only needed in the case where training stops after,No,No,y
7048,"\""\""\""  Convention: inMat row major (C ordering) as (time; batch; state) || \""\""\""",No,No,y
7049,TODO: initialise forget gate bias to positive value,Yes,Yes,y
7053,We will use chunk_starts and chunk_ends to stitch the basecalls together,No,No,y
7054,In case of super batching; additional functionality must be,No,Yes,y
7056,TODO convert to logging,Yes,No,y
7057,In case of super batching; additional functionality must be,No,Yes,y
7062,TODO apply additional attributes (e.g. has_bias; convolutional padding),Yes,Yes,y
7063,json files are due to the unused GRU bias parameters.,Yes,Yes,y
7065,group read ids by batch for more efficient access,No,Yes,y
7066,better algorithm.,No,Yes,y
7068,XXX make a is_a_imgs function ?,No,Yes,y
7069,ToDo,Yes,Yes,y
7070,ToDo,Yes,Yes,y
7071,fix for AUC = 1 if no overlap,No,Yes,y
7072,Fix for AUC = 1 if no overlap;,No,Yes,y
7077,Might consider moving anatomical field out of object and just request when needed.  Probably only when plotting,Yes,Yes,y
7078,Regress method is pretty convoluted and slow; this should be optimized better.,Yes,Yes,y
7079,Could probably pick a better overlay later.,Yes,Yes,y
7080,"\""\""\"" || ============================================================ || Example of two level univariate regression on simulated data || ============================================================ || This example simulates data according to a very simple sketch of brain || imaging data and applies a standard two-level univariate GLM to identify || significant voxels. || \""\""\""",No,Yes,n
7082,"\""\""\"" || Univariate Regression || ============================================================ ||  || This example simulates data according to a very simple sketch of brain || imaging data and applies a standard two-level univariate GLM to identify || significant voxels. ||  || \""\""\""",No,Yes,n
7083,This can be done by passing in a vector of unique subject IDs that,No,Yes,y
7084,"\""\""\"" || Univariate Regression || ============================================================ ||  || This example simulates data according to a very simple sketch of brain || imaging data and applies a standard two-level univariate GLM to identify || significant voxels. ||  || \""\""\""",No,Yes,n
7085,We can also easily perform convolution and the class is smart enough to ignore all constant and polynomial columns,No,Yes,y
7086,Here we fill NaN values with 0 and zscore all columns except the last. Because the class has all of pandas functionality; method-chaining is built-in.,No,Yes,y
7087,A really nice feature of this class is simplified; but intelligent matrix concatentation. Here it's trivially to horizontally concatenate our convolved onsets and covariates; while keeping our column names and order.,No,Yes,n
7089,But specific columns can also be treated as separate (e.g. separate run spikes; polynomial terms; conditions of interest; etc),No,Yes,y
7092,A really nice feature of this class is simplified; but intelligent matrix concatentation. Here it's trivially to horizontally concatenate our convolved onsets and covariates; while keeping our column names and order.,No,Yes,n
7094,But specific columns can also be treated as separate (e.g. separate run spikes; polynomial terms; conditions of interest; etc),No,Yes,y
7096,This method is kind of ugly,Yes,Yes,y
7097,Figure out what columns we need to relabel,No,No,y
7098,Rename the columns and update the dm,Yes,Yes,y
7099,for colA;colB in zip(out.columns; outdf.columns):,No,Yes,y
7105,- This `environment` configurable,No,Yes,y
7106,The `enviornment` configurable should be set by JupyterHub administrators to,Yes,Yes,y
7108,# An optional hook function that you can implement to do some bootstrapping work,No,Yes,y
7113,Get chain types from Chain ID: #TODO#,Yes,No,y
7114,Get group types for chain: #TODO#,Yes,No,y
7115,Get chain types from Chain ID: #TODO#,Yes,No,y
7116,Get group types for chain: #TODO#,Yes,No,y
7117,TODO Docstring,Yes,No,n
7118,TODO Update with:,Yes,No,y
7123,TODO Make DsspSecondaryStucture class (Spark\/utils\/DsspSecondaryStructures),Yes,No,y
7124,TODO Peter uses switch case; might have to do with getQ3Code,Yes,Yes,y
7125,TODO Not sure how to DsspSecondaryStructure.getQ3Code,Yes,No,y
7128,TODO Deflat Gzip try catch,Yes,Yes,y
7129,TODO,Yes,Yes,n
7131,"''' || Demo0b.py: Example reading a list of PDB IDs from a local MMTF Hadoop sequence \\ || file into a tubleRDD. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7134,TODO Deflat Gzip try catch,Yes,Yes,y
7135,TODO,Yes,Yes,n
7136,TODO Check logic flow,Yes,Yes,y
7139,TODO Can't Find getGroupNames : Double check with Peter if it is in group_list,Yes,No,y
7140,TODO can't find getGroupName,Yes,Yes,y
7141,TODO On hold: Make DsspSecondaryStucture class (Spark\/utils\/DsspSecondaryStructures),Yes,Yes,y
7143,TODO Not sure how to DsspSecondaryStructure.getQ3Code,Yes,No,y
7148,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by resolution;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7151,TODO Change actual size,Yes,No,y
7152,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7153,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7154,TODO: Mapper structure to polymer chains,Yes,Yes,y
7155,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Pass\"" || '''",No,Yes,n
7156,TODO: Mapper structure to polymer chains,Yes,Yes,y
7157,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7160,"TODO Traceback \""ResourceWarning: unclosed filecodeDecodeError: 'ascii' codec can't decode byte 0xc3 in position 25: ordinal not in range(128)\""",Yes,Yes,y
7162,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7163,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by resolution;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7165,TODO: Mapper structure to polymer chains,Yes,Yes,y
7167,TODO: Mapper structure to polymer chains,Yes,Yes,y
7168,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7170,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7172,"''' || dsspSecondaryStructure.py: ||  || Authorship information: ||     __author__ = \""Peter Rose\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmai.com: ||     __status__ = \""debug\"" || '''",No,Yes,n
7173,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rFree;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7174,"TODO Traceback \""ResourceWarning: unclosed filecodeDecodeError: 'ascii' codec can't decode byte 0xc3 in position 25: ordinal not in range(128)\""",Yes,Yes,y
7176,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rFree;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7180,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rWork;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7183,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rFree;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7186,"''' || Simple example of reading an MMTF Hadoop Sequence file; filtering the entries \\ || by rFree;and counting the number of entries. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7187,"TODO Traceback \""ResourceWarning: unclosed filecodeDecodeError: 'ascii' codec can't decode byte 0xc3 in position 25: ordinal not in range(128)\""",Yes,Yes,y
7189,"''' || structureToPolymerChain.py: ||  || Authorship information: ||     __author__ = \""Peter Rose\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmai.com: ||     __status__ = \""debug\"" ||  || '''",No,Yes,n
7190,TODO skipping adding inter group bond info for now,Yes,No,y
7191,"''' || readSequenceFromListTest.py: Example reading a list of PDB IDs from a local MMTF Hadoop sequence \\ || file into a tubleRDD. ||  || Authorship information: || __author__ = \""Peter Rose\"" || __maintainer__ = \""Mars Huang\"" || __email__ = \""marshuang80@gmai.com: || __status__ = \""Warning\"" || '''",No,Yes,n
7192,"TODO Traceback \""ResourceWarning: unclosed file\""",Yes,Yes,y
7194,TODO add unique group (and atom?) for each group?,Yes,Yes,y
7195,TODO double check with python version,Yes,Yes,y
7197,TODO double check,Yes,No,y
7199,TODO double check while loop logic,Yes,No,y
7200,TODO double check indexing,Yes,Yes,y
7201,TODO double check indexing,Yes,Yes,y
7202,TODO double check while loop logic,Yes,No,y
7203,TODO using local mmtf-python,Yes,Yes,y
7204,TODO import piscesDownloader,Yes,Yes,y
7205,TODO check getStructureCahinIds,Yes,Yes,y
7207,"''' || dsspSecondaryStructure.py: || Authorship information: ||     __author__ = \""Peter Rose\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmai.com: ||     __status__ = \""debug\"" || '''",No,Yes,n
7208,TODO Docstring,Yes,No,n
7209,TODO,Yes,Yes,n
7211,"''' || Authorship information: ||     __author__ = \""Peter Rose\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmai.com: ||     __status__ = \""debug\"" || '''",No,Yes,y
7212,"''' || pythonRDDToDataset.py: || Authorship information: ||     __author__ = \""Peter Rose\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmai.com: ||     __status__ = \""debug\"" || '''",No,Yes,n
7213,TODO colNames to be string or list,Yes,Yes,n
7214,"'''groupInteractionExtractor.py: ||  || Authorship information: ||     __author__ = \""Peter Rose\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""debug\"" || '''",No,Yes,n
7215,"''' || dataAnalysisWithDataFramesExample.py: ||  || Example script to demonstrate how to do data analysis with dataframes || using mmtf-pyspark ||  || Authorship information: ||     __author__ = \""Peter Rose\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: || '''",No,Yes,n
7218,TODO Can't find bond info in bioPython,Yes,Yes,y
7220,mmtf_encoder.set_xtal_info(space_group='C 2 2 21'; unit_cell=[80.37000274658203; 96.12000274658203; 57.66999816894531; 90.0; 90.0; 90.0])  ## TODO,Yes,Yes,n
7222,biop_encoder.set_entity_info(chain_indices=; sequence; description; entity_type)  ## TODO,Yes,Yes,n
7224,# TODO: convert chemical type to group_type integer using chemcomp dictionary,Yes,Yes,n
7230,biop_encoder.set_inter_group_bond()  ## TODO,Yes,No,n
7232,TODO,Yes,Yes,n
7233,TODO dictionary in bytes,Yes,Yes,n
7234,TODO dictionary in bytes,Yes,Yes,n
7237,TODO: set inputdata first,Yes,Yes,y
7239,"''' || secondaryStructureSegmentDemo.py: ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7240,"''' || secondaryStructureExtractor.py ||  || Creates a dataset of 3-state secondary structure || (alpha; beta; coil) derived from the DSSP secondary structure || assignment. The dateset consists of three columns || with the fraction of alpha; beta and coil within a chain. || The input to this class must be a single protein chain. ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7241,"''' || secondaryStructureElementDemo.py: ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7244,"''' || keywordSearch.py ||  || PDBj Mine 2 RDB keyword search query and MMTF filtering using pdbid || This filter searches the 'keyword' column in the brief_summary table for || a keyword and returns a couple of columns for the matching entries ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7245,TODO: unable to use filter when dataset is set to global,Yes,No,y
7248,"''' || customReportDemo.py: ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7249,"''' || customReportQuery.py ||  || This filter runs an SQL query on specified PDB metadata and annotation fields retrived using || RCSB PDB RESTful web services. The fields are then queried and the resulting PDB IDs are || used to filter the data. The input to the filter consists of an SQL WHERE clause; and list || data columns availible from RCSB PDB web services. ||  || <p>See <a href=\""http:\/\/www.rcsb.org\/pdb\/results\/reportField.do\""> list of supported || field names.<\/a> ||  || <p>See <a href=\""https:\/\/www.w3schools.com\/sql\/sql_where.asp\""> for examples of || SQL WHERE clauses.<\/a> ||  || <p>Example: find PDB entries with Enzyme classification number 2.7.11.1 || and source organism Homo sapiens: ||  || <pre><code> ||     JavaPairRDD<String; StructureDataInterface> pdb = ... ||     String whereClause = \""WHERE ecNo='2.7.11.1' AND source='Homo sapiens'\""; ||     pdb = pdb.filter(new RcsbWebserviceFilter(whereClause; \""ecNo\"";\""source\"")); || <\/code><\/pre> ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,No,n
7251,"''' || customReportService.py ||  || ThisclassusesRCSBPDBTabularReportRESTfulwebservicestoretrievemetadata || andannotationsforallcurrententriesintheProteinDataBank. || See<ahref=\""http:\/\/www.rcsb.org\/pdb\/results\/reportField.do\"">forlistofsupported || fieldnames.<\/a> || <p>Reference:TheRCSBProteinDataBank:redesignedwebsiteandwebservices2011 || NucleicAcidsRes.39:D392-D401. || See<ahref=\""https:\/\/dx.doi.org\/10.1093\/nar\/gkq1021\"">doi:10.1093\/nar\/gkq1021<\/a> ||  || <p>Example:RetrievePubMedCentral;PubMedID;andDepositiondate || <pre> || {@code || Dataset<Row>ds=CustomReportService.getDataset(\""pmc\"";\""pubmedId\"";\""depositionDate\""); || ds.printSchema(); || ds.show(5); || } || <\/pre> ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7256,TODO named tuple or enum,Yes,Yes,y
7257,"''' || SecondaryStructureOneHotEncoderDemo.py: ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7259,TODO data count is more than Java,Yes,No,y
7261,TODO data count is more than Java,Yes,No,y
7263,TODO data count is more than Java,Yes,No,y
7264,TODO data count is more than Java,Yes,No,y
7266,TODO data count is more than Java,Yes,No,y
7268,TODO data count is more than Java,Yes,No,y
7269,TODO self.predictor.getClass().getSimpleName,Yes,Yes,y
7270,TODO,Yes,Yes,n
7271,Set input columns,No,Yes,y
7272,TODO predictor.getClass().getSimpleName(),Yes,No,n
7273,TODO predictor.getClass();getSimpleName,Yes,Yes,n
7275,TODO double check,Yes,No,y
7277,"''' || UniProt.py ||  || Thisclass<ahref=\""http:\/\/www.uniprot.org\/downloads\"">downloads<\/a>andreads || UniProtsequencefilesintheFASTAformatandconvertsthemtodatasets.This || classreadsthefollowingfiles:SWISS_PROT;TREMBL;UNIREF50;UNIREF90;UNIREF100. ||  || Thedatasetshavethefollowing || <ahref=\""http:\/\/www.uniprot.org\/help\/fasta-headers\"">columns<\/a>. ||  || <p> || Example:download;read;andsavetheSWISS_PROTdataset ||  || <pre> ||     {@code ||     Dataset<Row>ds=UniProt.getDataset(UniProtDataset.SWISS_PROT); ||     ds.printSchema(); ||     ds.show(5); || ds.write().mode(\""overwrite\"").format(\""parquet\"").save(fileName); || } || <\/pre> ||  ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7280,TODO what?,Yes,No,n
7281,TODO double check num atoms,Yes,Yes,n
7282,TODO MMTFEncoder error,Yes,No,n
7284,Get requested data columns,No,Yes,y
7285,TODO: Using self.dataset causes spark unable to use filter,Yes,No,n
7286,"''' || keywordSearch.py ||  || PDBj Mine 2 RDB keyword search query and MMTF filtering using pdbid || This filter searches the 'keyword' column in the brief_summary table for || a keyword and returns a couple of columns for the matching entries ||  || Authorship information: ||     __author__ = \""Mars Huang\"" ||     __maintainer__ = \""Mars Huang\"" ||     __email__ = \""marshuang80@gmail.com: ||     __status__ = \""Done\"" || '''",No,Yes,n
7289,TODO double check,Yes,No,n
7292,TODO: Numpy bool type is different than python bools; might need to fix,Yes,Yes,n
7293,TODO: Point3D extremely slow; only use if nessassary,Yes,Yes,n
7295,TODO need get length function?,Yes,Yes,y
7296,convert structure to an array-based format for efficient processing,No,Yes,y
7298,TODO: Point3D slow; see if nessassary,Yes,No,y
7299,TODO: points or neighbor points,Yes,Yes,n
7300,TODO Make get_interactions function (need atomInteractions),Yes,Yes,y
