Unnamed: 0,repo,filename,Commit,Comment,link,MLTD
4095,PyTorchLightning/pytorch-lightning,tests/metrics/test_aggregation.py,fe290280be18a689a53bdf56419a76987ed6aeed,TODO: update remaining metrics and uncomment the corresponding test cases,https://github.com/PyTorchLightning/pytorch-lightning/commit/fe290280be18a689a53bdf56419a76987ed6aeed,No
4096,PyTorchLightning/pytorch-lightning,tests/trainer/optimization/test_backward_calls.py,0ec410769744843726a140b7efabbeeb1c4e2929,TODO: this test fails on master; max_steps seems to fail together with accumulation,https://github.com/PyTorchLightning/pytorch-lightning/commit/0ec410769744843726a140b7efabbeeb1c4e2929,No
4097,PyTorchLightning/pytorch-lightning,tests/metrics/regression/test_ssim.py,a93739431299871f29d8014a343be9ad10162377,TODO: ideally tests should pass with lower tolerance,https://github.com/PyTorchLightning/pytorch-lightning/commit/a93739431299871f29d8014a343be9ad10162377,Yes
4098,PyTorchLightning/pytorch-lightning,tests/trainer/legacy_deprecate_flow_log_tests/test_trainer_steps_scalar_return.py,4a01fd048cebb65405021d3f24ae4dc07cb735e6,TODO: Move this test to DDP. pbar_added_metrics is empty with ddp_spawn for some reasons,https://github.com/PyTorchLightning/pytorch-lightning/commit/4a01fd048cebb65405021d3f24ae4dc07cb735e6,Yes
4099,PyTorchLightning/pytorch-lightning,tests/trainer/test_trainer.py,ce9179591dc3414aa0ff59007ea46f30fa9ddbee,Todo: mock nb Gpus so all these tests can run on any device,https://github.com/PyTorchLightning/pytorch-lightning/commit/ce9179591dc3414aa0ff59007ea46f30fa9ddbee,Yes
4100,PyTorchLightning/pytorch-lightning,pytorch_lightning/trainer/deprecated_api.py,7449ce216de8786b4370e1a39faa84b96cd6de42,todo: consider rename as `is_testing`,https://github.com/PyTorchLightning/pytorch-lightning/commit/7449ce216de8786b4370e1a39faa84b96cd6de42,Yes
4101,PyTorchLightning/pytorch-lightning,tests/core/test_results.py,29bcf309848b9c5ff95ab0d6dd0f12b7ae28f9b4,TODO: add end-to-end test,https://github.com/PyTorchLightning/pytorch-lightning/commit/29bcf309848b9c5ff95ab0d6dd0f12b7ae28f9b4,Yes
4102,PyTorchLightning/pytorch-lightning,tests/accelerators/legacy/__init__.py,7e2e874d9507e6b6f7b96dcf7f44406640381d74,"todo: feel free to move any of these \""legacy\"" tests up...",https://github.com/PyTorchLightning/pytorch-lightning/commit/7e2e874d9507e6b6f7b96dcf7f44406640381d74,Yes
4103,PyTorchLightning/pytorch-lightning,tests/plugins/legacy/__init__.py,7e2e874d9507e6b6f7b96dcf7f44406640381d74,"todo: feel free to move any of these \""legacy\"" tests up...",https://github.com/PyTorchLightning/pytorch-lightning/commit/7e2e874d9507e6b6f7b96dcf7f44406640381d74,Yes
4104,PyTorchLightning/pytorch-lightning,tests/base/develop_pipelines.py,82943515dc60e00d8e62eafc2a5cf52891381c63,on hpc this would work fine... but need to hack it for the purpose of the test,https://github.com/PyTorchLightning/pytorch-lightning/commit/82943515dc60e00d8e62eafc2a5cf52891381c63,Yes
4105,PyTorchLightning/pytorch-lightning,tests/helpers/pipelines.py,bd920b4102083635be49ed21cc354bfa1a274869,on hpc this would work fine... but need to hack it for the purpose of the test,https://github.com/PyTorchLightning/pytorch-lightning/commit/bd920b4102083635be49ed21cc354bfa1a274869,Yes
4106,PyTorchLightning/pytorch-lightning,tests/helpers/pipelines.py,a0f7831278bb8d40d1b23331537ffb7ec653ae80,on hpc this would work fine... but need to hack it for the purpose of the test,https://github.com/PyTorchLightning/pytorch-lightning/commit/a0f7831278bb8d40d1b23331537ffb7ec653ae80,Yes
4107,PyTorchLightning/pytorch-lightning,tests/helpers/pipelines.py,8e9a026bc34d8409faa572a7144c2d96a7c039ed,on hpc this would work fine... but need to hack it for the purpose of the test,https://github.com/PyTorchLightning/pytorch-lightning/commit/8e9a026bc34d8409faa572a7144c2d96a7c039ed,Yes
4108,PyTorchLightning/pytorch-lightning,tests/helpers/pipelines.py,8e9a026bc34d8409faa572a7144c2d96a7c039ed,TODO: This test compares a loss value with a min accuracy - complete non-sense!,https://github.com/PyTorchLightning/pytorch-lightning/commit/8e9a026bc34d8409faa572a7144c2d96a7c039ed,Yes
4109,PyTorchLightning/pytorch-lightning,tests/callbacks/test_callbacks.py,f4cc7451a94010a572480c43ad5f0af7ad52cd21,TODO: add callback tests for predict and tune,https://github.com/PyTorchLightning/pytorch-lightning/commit/f4cc7451a94010a572480c43ad5f0af7ad52cd21,Yes
4110,proycon/pynlpl,tests/search.py,153ebc4c786642075faeb527a6247059fb6be92c,TODO: this is not a test!,https://github.com/proycon/pynlpl/commit/153ebc4c786642075faeb527a6247059fb6be92c,No
4111,proycon/pynlpl,clients/cornetto.py,c16dd550369505d18e2a1531fb5fd564d29c5c38,"\""\""\"" || -------------------------------------------------------------------------------- || Original Author:     Fons Laan; ILPS-ISLA; University of Amsterdam || Original Project:    DutchSemCor || Original Name:        cornettodb\/views.py || Original Version:    0.2 || Goal:        Cornetto views definitions ||  || Original functions: ||     index( request ) ||     local_open() ||     remote_open( self.debug ) ||     search( request ) ||     search_local( dict_in; search_query ) ||     search_remote( dict_in; search_query ) ||     cornet_check_lusyn( utf8_lemma ) ||     query_remote_lusyn_id( syn_id_self.debug; http; utf8_lemma; syn_id ) ||     query_cornet( keyword; category ) ||     query_remote_syn_lemma( self.debug; http; utf8_lemma ) ||     query_remote_syn_id( self.debug; http; utf8_lemma; syn_id; domains_abbrev ) ||     query_remote_lu_lemma( self.debug; http; utf8_lemma ) ||     query_remote_lu_id( self.debug; http; lu_id ) || FL-04-Sep-2009: Created || FL-03-Nov-2009: Removed http global: sometimes it was None; missed initialization? || FL-01-Feb-2010: Added Category filtering || FL-15-Feb-2010: Tag counts -> separate qx query || FL-07-Apr-2010: Merge canonical + textual examples || FL-10-Jun-2010: Latest Change || MvG-29-Sep-2010: Turned into minimal CornettoClient class; some new functions added; many old ones disabled until necessary || \""\""\""",https://github.com/proycon/pynlpl/commit/c16dd550369505d18e2a1531fb5fd564d29c5c38,Yes
4112,proycon/pynlpl,search.py,35c04eb0d90469acf8c3b0c8519857ba75d56760,TODO: TEST,https://github.com/proycon/pynlpl/commit/35c04eb0d90469acf8c3b0c8519857ba75d56760,No
4113,proycon/pynlpl,tests/folia.py,7afe90865fecac390804f035c6e9adebdc54c211,TODO: THIS TEST FAILS; SHOULD BE FIXED; TEST MAY CHANGE,https://github.com/proycon/pynlpl/commit/7afe90865fecac390804f035c6e9adebdc54c211,Yes
4114,proycon/pynlpl,tests/folia.py,7afe90865fecac390804f035c6e9adebdc54c211,TODO: THIS TEST FAILS NOW; BUT SHOULDN'T,https://github.com/proycon/pynlpl/commit/7afe90865fecac390804f035c6e9adebdc54c211,Yes
4115,PythonOT/POT,ot/da.py,bd7c7d2534980d3105d060dd24a444433422134d,XXX: should we rather test if instance of estimator?,https://github.com/PythonOT/POT/commit/bd7c7d2534980d3105d060dd24a444433422134d,No
4116,PythonOT/POT,ot/utils.py,55840f6bccadd79caf722d86f06da857e3045453,XXX: should we rather test if instance of estimator?,https://github.com/PythonOT/POT/commit/55840f6bccadd79caf722d86f06da857e3045453,No
4117,PythonOT/POT,ot/da.py,5ab50354e60ed94d9d799927fd4b680fb8447304,XXX: should we rather test if instance of estimator?,https://github.com/PythonOT/POT/commit/5ab50354e60ed94d9d799927fd4b680fb8447304,No
4118,ljvmiranda921/pyswarms,setup.py,1a222717ab6fb05711173486e09d3404771e579a,TODO: put package test requirements here,https://github.com/ljvmiranda921/pyswarms/commit/1a222717ab6fb05711173486e09d3404771e579a,No
4119,flennerhag/mlens,mlens/ensemble/ensemble.py,0ec8f8829056a9dc7a4ec2b87a71c22238c50737,TODO: add option to store base estimator cv test scores during fit,https://github.com/flennerhag/mlens/commit/0ec8f8829056a9dc7a4ec2b87a71c22238c50737,No
4120,flennerhag/mlens,mlens/test/test_simple.py,0921843b5c9cece580856fb714b5238b8b394add,"\""\""\"" || author: Sebastian Flennerhag || date: 10\/01\/2017 || An initial test suite for ML-Ensemble. The test covers the Ensemble class; || both as integrated with grid search and stand-alone; and the Evaluator class. || The test relies on fitting a dummy problem using a fixed seed and ensuring || that the optimized estimator \/ ensemble gives the right score. Since the || problem is deterministic; if the ensemble finds another score; the || learning algorithm has changed. || \""\""\""",https://github.com/flennerhag/mlens/commit/0921843b5c9cece580856fb714b5238b8b394add,No
4121,flennerhag/mlens,mlens/tests/test_simple.py,8b738347595d55096966b9847ee76b80784c6f50,"\""\""\"" || author: Sebastian Flennerhag || date: 10\/01\/2017 || An initial test suite for ML-Ensemble. The test covers the Ensemble class; || both as integrated with grid search and stand-alone; and the Evaluator class. || The test relies on fitting a dummy problem using a fixed seed and ensuring || that the optimized estimator \/ ensemble gives the right score. Since the || problem is deterministic; if the ensemble finds another score; the || learning algorithm has changed. || \""\""\""",https://github.com/flennerhag/mlens/commit/8b738347595d55096966b9847ee76b80784c6f50,No
4122,flennerhag/mlens,mlens/utils/checks.py,7b759f67914e67ee5fd3be53e98fcdff33e1e166,"\""\""\""ML-ENSEMBLE ||  || author: Sebastian Flennerhag || date: 19\/02\/2017 || licence: MIT || Suite for checking valid estimation and informative error traceback. || This is a light version of the Scikit-learn test suite; to pre-check || conditions for estimation before making estimator function calls in parallel || jobs. || \""\""\""",https://github.com/flennerhag/mlens/commit/7b759f67914e67ee5fd3be53e98fcdff33e1e166,Yes
4123,flennerhag/mlens,mlens/externals/base.py,156a5557ae2d57fc77f3e752424ddc4446683544,XXX: should we rather test if instance of estimator?,https://github.com/flennerhag/mlens/commit/156a5557ae2d57fc77f3e752424ddc4446683544,No
4124,flennerhag/mlens,benchmarks/mnist.py,e6eb78d2ef5a5beade18dbf238130510adb13ef7,"\""\""\"" || ======================= || MNIST dataset benchmark || ======================= ||  || Benchmark on the MNIST dataset.  The dataset comprises 70;000 samples || and 784 features. Here; we consider the task of predicting || 10 classes -  digits from 0 to 9 from their raw images. By contrast to the || covertype dataset; the feature space is homogenous. ||  || Example of output : ||     [..] ||  ||     Classification performance: ||     =========================== ||     Classifier               train-time   test-time   error-rate ||     ------------------------------------------------------------ ||     Subsemble                   343.31s       3.17s       0.0210 ||     MLP_adam                     53.46s       0.11s       0.0224 ||     Nystroem-SVM                112.97s       0.92s       0.0228 ||     MultilayerPerceptron         24.33s       0.14s       0.0287 ||     ExtraTrees                   42.99s       0.57s       0.0294 ||     RandomForest                 42.70s       0.49s       0.0318 ||     SampledRBF-SVM              135.81s       0.56s       0.0486 ||     LinearRegression-SAG         16.67s       0.06s       0.0824 ||     CART                         20.69s       0.02s       0.1219 ||     dummy                         0.00s       0.01s       0.8973 || \""\""\""",https://github.com/flennerhag/mlens/commit/e6eb78d2ef5a5beade18dbf238130510adb13ef7,No
4125,flennerhag/mlens,mlens/parallel/tests/test_a_base_functions.py,e605f734f5cb182ef8fdc4a55daa28e945ec1e11,TODO: Write tests,https://github.com/flennerhag/mlens/commit/e605f734f5cb182ef8fdc4a55daa28e945ec1e11,Yes
4126,annoviko/pyclustering,nnet/plsom/tests.py,c862d06119afffa4bf6b5bccfcc35c9b6dfa5c8f,TODO: This test is fail. Is this test applicable for PLSOM?,https://github.com/annoviko/pyclustering/commit/c862d06119afffa4bf6b5bccfcc35c9b6dfa5c8f,No
4127,annoviko/pyclustering,docs/breathe/renderer/rst/doxygen/filter.py,8bd0a906bafa55b45547a51f40facb67e84a3276,"\""\""\"" || Filters || ------- ||  || Filters are an interesting and somewhat challenging part of the code base. They are used for || two different purposes: ||  ||  - To figure out which nodes in the xml hierarchy to start rendering from. These are called ||    'finder filters' or 'content filters'. This is done before rendering starts. ||  - To figure out which nodes under a selected nodes in the xml hierarchy should be rendered. These ||    are called 'render filters'. This is done during the render process with a test in the ||    DoxygenToRstRendererFactory. ||  ||  || General Implementation || ~~~~~~~~~~~~~~~~~~~~~~ ||  || Filters are essential just tests to see if a node matches certain parameters that are needed to || decide whether or not to include it in some output. ||  || As these filters are declared once and then used on multiple nodes; we model them as object || hierarchies that encapsulate the required test and take a node (with its context) and return True or || False. ||  || If you wanted a test which figures out if a node has the node_type 'memberdef' you might create the || following object hierarchy: ||  ||     node_is_memberdef = InFilter(AttributeAccessor(Node(); 'node_type'); ['memberdef']) ||  || This reads from the inside out; as get the node; then get the node_type attribute from it; and see || if the value of the attribute is in the list ['memberdef']. ||  || The Node() is called a 'Selector'. Parent() is also a selector. It means given the current context; || work with the parent of the current node rather than the node itself. This allows you to frame tests || in terms of a node's parent as well as the node which helps when we want nodes with particular || parents and not others. ||  || The AttributeAccessor() is called an 'Accessor'. It wraps up an attempt to access a particular || attribute on the selected node. There are quite a few different specific accessors but they can || mostly be generalised with the AttributeAccessor. This code has evolved over time and initially the || implementation involved specific accessor classes (which are still used in large parts of it.) ||  || The InFilter() is unsurprisingly called a 'Filter'. There are lots of different filters. Filters || either act on the results of Accessors or on the results of other Filters and they always return || True or False. The AndFilter and the OrFilter can be used to combine the outputs of other Filters || with logical 'and' and 'or' operations. ||  || You can build up some pretty complex expressions with this level of freedom as you || might imagine. The complexity is unfortunate but necessary as the nature of filtering the xml is || quite complex. ||  ||  || Finder Filters || ~~~~~~~~~~~~~~ ||  || The implementation of the filters can change a little depending on how they are called. Finder || filters are called from the breathe.finder.doxygen.index and breathe.finder.doxygen.compound files. || They are called like this: ||  ||     # Descend down the hierarchy ||     # ... ||  ||     if filter_.allow(node_stack): ||         matches.append(self.data_object) ||  ||     # Keep on descending ||     # ... ||  || This means that the result of the filter does not stop us descending down the hierarchy and testing || more nodes. This simplifies the filters as they only have to return true for the exact nodes they || are interested in and they don't have to worry about allowing the iteration down the hierarchy to || continue for nodes which don't match. ||  || An example of a finder filter is: ||  ||     AndFilter( ||         InFilter(NodeTypeAccessor(Node()); [\""compound\""]); ||         InFilter(KindAccessor(Node()); [\""group\""]); ||         InFilter(NameAccessor(Node()); [\""mygroup\""]) ||         ) ||  || This says; return True for all the nodes of node_type 'compound' with 'kind' set to 'group' which || have the name 'mygroup'. It returns false for everything else; but when a node matching this is || found then it is added to the matches list by the code above. ||  || It is therefore relatively easy to write finder filters. If you have two separate node filters like || the one above and you want to match on both of them then you can do: ||  ||     OrFilter( ||         node_filter_1; ||         node_filter_2 ||         ) ||  || To combine them. ||  ||  || Content Filters || ~~~~~~~~~~~~~~~ ||  || Content filters are harder than the finder filters as they are responsible for halting the iteration || down the hierarchy if they return false. This means that if you're interested in memberdef nodes || with a particular attribute then you have to check for that but also include a clause which allows || all other non-memberdef nodes to pass through as you don't want to interrupt them. ||  || This means you end up with filters like this: ||  ||     OrFilter( ||         AndFilter( ||             InFilter(NodeTypeAccessor(Node()); [\""compound\""]); ||             InFilter(KindAccessor(Node()); [\""group\""]); ||             InFilter(NameAccessor(Node()); [\""mygroup\""]) ||             ); ||         NotFilter( ||             AndFilter( ||                 InFilter(NodeTypeAccessor(Node()); [\""compound\""]); ||                 InFilter(KindAccessor(Node()); [\""group\""]); ||                 ) ||             ) ||         ) ||  || Which is to say that we want to let through a compound; with kind group; with name 'mygroup' but || we're also happy if the node is **not** a compund with kind group. Really we just don't want to let || through any compounds with kind group with name other than 'mygroup'. As such; we can rephrase this || as: ||  ||     NotFilter( ||         AndFilter( ||             InFilter(NodeTypeAccessor(Node()); [\""compound\""]); ||             InFilter(KindAccessor(Node()); [\""group\""]); ||             NotFilter(InFilter(NameAccessor(Node()); [\""mygroup\""])) ||             ) ||         ) ||  || Using logical manipulation we can rewrite this as: ||  ||     OrFilter( ||         NotFilter(InFilter(NodeTypeAccessor(Node()); [\""compound\""])); ||         NotFilter(InFilter(KindAccessor(Node()); [\""group\""])); ||         InFilter(NameAccessor(Node()); [\""mygroup\""]) ||         ) ||  || We reads: allow if it isn't a compound; or if it is a compound but doesn't have a 'kind' of 'group'; || but if it is a compound and has a 'kind' of 'group then only allow it if it is named 'mygroup'. ||  ||  || Helper Syntax || ~~~~~~~~~~~~~ ||  || Some of these filter declarations get a little awkward to read and write. They are not laid out in || manner which reads smoothly. Additional helper methods and operator overloads have been introduced || to help with this. ||  || AttributeAccessor objects are created in property methods on the Selector classes so: ||  ||     node.kind ||  || Where node has been declared as a Node() instance. Results in: ||  ||     AttributeAccessor(Node(); 'kind') ||  || The '==' and '!=' operators on the Accessors have been overloaded to return the appropriate filters || so that: ||  ||     node.kind == 'group' ||  || Results in: ||  ||     InFilter(AttributeAccessor(Node(); 'kind'); ['kind']) ||  || We also override the binary 'and' (&); 'or' (|) and 'not' (~) operators in Python to apply || AndFilters; OrFilters and NotFilters respectively. We have to override the binary operators as they || actual 'and'; 'or' and 'not' operators cannot be overridden. So: ||  ||     (node.node_type == 'compound') & (node.name == 'mygroup') ||  || Translates to: ||  ||     AndFilter( ||         InFilter(NodeTypeAccessor(Node()); [\""compound\""])); ||         InFilter(NameAccessor(Node()); [\""mygroup\""]) ||         ) ||  || Where the former is hopefully more readable without sacrificing too much to the abstract magic of || operator overloads. ||  ||  || Operator Precedences & Extra Parenthesis || '''''''''''''''''''''''''''''''''''''''' ||  || As the binary operators have a lower operator precedence than '==' and '!=' and some other operators || we have to include additional parenthesis in the expressions to group them as we want. So instead of || writing: ||  ||     node.node_type == 'compound' & node.name == 'mygroup' ||  || We have to write: ||  ||     (node.node_type == 'compound') & (node.name == 'mygroup') ||  || \""\""\""",https://github.com/annoviko/pyclustering/commit/8bd0a906bafa55b45547a51f40facb67e84a3276,No
4128,annoviko/pyclustering,docs/breathe/renderer/rst/doxygen/filter.py,8bd0a906bafa55b45547a51f40facb67e84a3276,I can't fully explain the filtering of descriptions here. More testing needed to figure,https://github.com/annoviko/pyclustering/commit/8bd0a906bafa55b45547a51f40facb67e84a3276,Yes
4129,annoviko/pyclustering,pyclustering/tests/tests_runner.py,941fee703090fd3b1d2de82c1b74e959c3b4c300,Add path to pyclustering package (much better to set PYTHONPATH); but just to be sure that at least unit-tests can be run.,https://github.com/annoviko/pyclustering/commit/941fee703090fd3b1d2de82c1b74e959c3b4c300,Yes
4130,kengz/SLM-Lab,unity_lab/lib/util.py,dbd416214da3049cd1ba80649f07b973d070bb28,TODO unit tests,https://github.com/kengz/SLM-Lab/commit/dbd416214da3049cd1ba80649f07b973d070bb28,Yes
4131,kengz/SLM-Lab,test/test_memory.py,7740b54028a8ebef504ea4e554446d35e0d3994b,TODO: test_sample_dist,https://github.com/kengz/SLM-Lab/commit/7740b54028a8ebef504ea4e554446d35e0d3994b,Yes
4132,kengz/SLM-Lab,test/test_memory.py,7740b54028a8ebef504ea4e554446d35e0d3994b,TODO: implement test_update_priorities,https://github.com/kengz/SLM-Lab/commit/7740b54028a8ebef504ea4e554446d35e0d3994b,Yes
4133,kengz/SLM-Lab,test/experiment/test_control.py,f70c83bd318fd3381957f6e5e570d9ee4c362d50,TODO test control steps in detail when complete,https://github.com/kengz/SLM-Lab/commit/f70c83bd318fd3381957f6e5e570d9ee4c362d50,Yes
4134,kengz/SLM-Lab,test/conftest.py,d670e94d3f8e938858e938b1d3efeac5389a26d3,TODO properly use in tests,https://github.com/kengz/SLM-Lab/commit/d670e94d3f8e938858e938b1d3efeac5389a26d3,Yes
4135,kengz/SLM-Lab,slm_lab/agent/memory/replay.py,8c17debc9dc6552da8c317c0c852b55f03c80c61,TODO if latest; return unused. implement,https://github.com/kengz/SLM-Lab/commit/8c17debc9dc6552da8c317c0c852b55f03c80c61,Yes
4136,kengz/SLM-Lab,test/experiment/test_monitor.py,8c17debc9dc6552da8c317c0c852b55f03c80c61,TODO add these tests,https://github.com/kengz/SLM-Lab/commit/8c17debc9dc6552da8c317c0c852b55f03c80c61,No
4137,kengz/SLM-Lab,slm_lab/lib/viz.py,60d3325b8551cc6f7592e1266878818ad07d3b3a,TODO tmp; switch back to == 'test' later when we have free plot,https://github.com/kengz/SLM-Lab/commit/60d3325b8551cc6f7592e1266878818ad07d3b3a,Yes
4138,kengz/SLM-Lab,test/agent/algo/test_algo.py,5d79fcc2055c22eb71e7cd8d5b75ecb279443dc6,TODO Fix pytest seg faults on Ubuntu,https://github.com/kengz/SLM-Lab/commit/5d79fcc2055c22eb71e7cd8d5b75ecb279443dc6,No
4139,kengz/SLM-Lab,slm_lab/lib/tf_util.py,99f54b4f5d398727527b83c720a42156c61d592c,TODO test this below,https://github.com/kengz/SLM-Lab/commit/99f54b4f5d398727527b83c720a42156c61d592c,No
4140,kengz/SLM-Lab,slm_lab/agent/memory/replay.py,70db35897c3a4683e485d4343d8021e68afd1668,TODO if latest; return unused. implement,https://github.com/kengz/SLM-Lab/commit/70db35897c3a4683e485d4343d8021e68afd1668,Yes
4141,tslearn-team/tslearn,setup.py,ba1182eeaaadb1805319166022128f4823f491f9,TODO: test package_data option on PyPI deployment\uFFFF,https://github.com/tslearn-team/tslearn/commit/ba1182eeaaadb1805319166022128f4823f491f9,No
4142,tslearn-team/tslearn,tslearn/tests/test_estimators.py,c46ad4e48e88027ab99f3010d2aec53d34580f9a,TODO: Create a test similar to check_clustering (check_ts_clustering),https://github.com/tslearn-team/tslearn/commit/c46ad4e48e88027ab99f3010d2aec53d34580f9a,Yes
4143,tslearn-team/tslearn,tslearn/tests/test_estimators.py,c46ad4e48e88027ab99f3010d2aec53d34580f9a,TODO: that generates a simple timeseries example and tests whether,https://github.com/tslearn-team/tslearn/commit/c46ad4e48e88027ab99f3010d2aec53d34580f9a,Yes
4144,jmwoloso/pychattr,dev/python_scripts/setup_markov.py,25b8d88585680219c7ec9925f89fc9544d19cb3f,TODO: figure out how to 1) test for windows and 2) set the compiler,https://github.com/jmwoloso/pychattr/commit/25b8d88585680219c7ec9925f89fc9544d19cb3f,No
4145,JohnVinyard/zounds,analyze/audiostream.py,30375cebfe4a7944d253dae78f30e5afbdfdd819,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/30375cebfe4a7944d253dae78f30e5afbdfdd819,Yes
4146,JohnVinyard/zounds,tests/analyze_test.py,30375cebfe4a7944d253dae78f30e5afbdfdd819,TODO: How do I cleanup wave files for failed tests?,https://github.com/JohnVinyard/zounds/commit/30375cebfe4a7944d253dae78f30e5afbdfdd819,No
4147,JohnVinyard/zounds,util.py,d3f3f12ce513b79a3f37065f0fa630ecc0e91116,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/d3f3f12ce513b79a3f37065f0fa630ecc0e91116,Yes
4148,JohnVinyard/zounds,analyze/extractor.py,f0241ce5c2934240c17a986ac8560accae81e1fa,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/f0241ce5c2934240c17a986ac8560accae81e1fa,Yes
4149,JohnVinyard/zounds,analyze/util.py,9a4fce7c4d843c5d1fa325ee66b6bde3e5cdc495,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/9a4fce7c4d843c5d1fa325ee66b6bde3e5cdc495,Yes
4150,JohnVinyard/zounds,analyze/audiostream.py,13ef571a03fe87926c30e7b3aa506d7a360ef244,TODO: Write test for encoding bug,https://github.com/JohnVinyard/zounds/commit/13ef571a03fe87926c30e7b3aa506d7a360ef244,Yes
4151,JohnVinyard/zounds,model/frame.py,3e141751900cbf9ac8d058fe221b7bec8f3a7489,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/3e141751900cbf9ac8d058fe221b7bec8f3a7489,Yes
4152,JohnVinyard/zounds,model/frame.py,76b2c4f7c7734a417e30c82fa55db9dcefe0340b,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/76b2c4f7c7734a417e30c82fa55db9dcefe0340b,Yes
4153,JohnVinyard/zounds,analyze/extractor.py,e5b4dbdc449d9823a8271b8ecfebd3c6cbb676b8,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/e5b4dbdc449d9823a8271b8ecfebd3c6cbb676b8,Yes
4154,JohnVinyard/zounds,model/frame.py,0790f510f81fb5b94bf761db8f8a69db1924c53a,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/0790f510f81fb5b94bf761db8f8a69db1924c53a,Yes
4155,JohnVinyard/zounds,data/frame.py,24e8531afaa2e38a7c065a4b638426b4b1a21d51,TODO: Write tests for this method!,https://github.com/JohnVinyard/zounds/commit/24e8531afaa2e38a7c065a4b638426b4b1a21d51,Yes
4156,JohnVinyard/zounds,data/frame.py,21463cd7c0750fcc5d7f7d178dde1c5c27d3827f,TODO: Make sure there are tests,https://github.com/JohnVinyard/zounds/commit/21463cd7c0750fcc5d7f7d178dde1c5c27d3827f,Yes
4157,JohnVinyard/zounds,data/frame.py,a37a8afe63e812f05275bd2c6a11013bfec8036f,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/a37a8afe63e812f05275bd2c6a11013bfec8036f,Yes
4158,JohnVinyard/zounds,data/frame.py,a6c77ee1ab58e7258279e9c3401c0d410a9af7ba,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/a6c77ee1ab58e7258279e9c3401c0d410a9af7ba,Yes
4159,JohnVinyard/zounds,model/frame_test.py,b26ca47e6b3b212dde66668b35419bef5588341d,TODO: factor out common code in the following two tests,https://github.com/JohnVinyard/zounds/commit/b26ca47e6b3b212dde66668b35419bef5588341d,Yes
4160,JohnVinyard/zounds,analyze/extractor.py,619d6ba8cd8b5ad7d8d20bf26bfa7fb1443d1ac9,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/619d6ba8cd8b5ad7d8d20bf26bfa7fb1443d1ac9,Yes
4161,JohnVinyard/zounds,model/frame.py,619d6ba8cd8b5ad7d8d20bf26bfa7fb1443d1ac9,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/619d6ba8cd8b5ad7d8d20bf26bfa7fb1443d1ac9,Yes
4162,JohnVinyard/zounds,model/framesearch.py,db0ad8902f5e009e598dea387ece8b29d6556d94,TODO: ExtractorChain.prune() that can take multiple features and tests,https://github.com/JohnVinyard/zounds/commit/db0ad8902f5e009e598dea387ece8b29d6556d94,Yes
4163,JohnVinyard/zounds,analyze/feature/learned.py,47ca02358d1dd4f97beba7ea739056b5e0d7622e,TODO: Write tests!,https://github.com/JohnVinyard/zounds/commit/47ca02358d1dd4f97beba7ea739056b5e0d7622e,Yes
4164,JohnVinyard/zounds,data/frame.py,f6529a00244e733d5962b24bcf5c6fbd6c19635d,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/f6529a00244e733d5962b24bcf5c6fbd6c19635d,Yes
4165,JohnVinyard/zounds,learn/fetch.py,c047c6e848946d32338f2370cc7357ec9ec4dc12,TODO: Write tests,https://github.com/JohnVinyard/zounds/commit/c047c6e848946d32338f2370cc7357ec9ec4dc12,Yes
4166,JohnVinyard/zounds,model/frame.py,d2948a9d94f03f3c75a9886b38f373c0e030acaa,TODO: Write tests for overlapping and non-overlapping windows,https://github.com/JohnVinyard/zounds/commit/d2948a9d94f03f3c75a9886b38f373c0e030acaa,Yes
4167,JohnVinyard/zounds,zounds/analyze/test_analyze.py,e57e55b5799c5a1b67b8012fa62f871e33b8b7ba,TODO: How do I cleanup wave files for failed tests?,https://github.com/JohnVinyard/zounds/commit/e57e55b5799c5a1b67b8012fa62f871e33b8b7ba,No
4168,JohnVinyard/zounds,zounds/data/test_frame.py,86289b3b6541d07e0a9810cffe08da5f52af5d55,TODO: The following two tests need to be adapted to concern themselves,https://github.com/JohnVinyard/zounds/commit/86289b3b6541d07e0a9810cffe08da5f52af5d55,Yes
4169,JohnVinyard/zounds,zounds/nputil/npx.py,c9d48d3b7323cfb36f4ef81aa4e2d03a0d49feea,TODO: Write tests for this!,https://github.com/JohnVinyard/zounds/commit/c9d48d3b7323cfb36f4ef81aa4e2d03a0d49feea,No
4170,JohnVinyard/zounds,zounds/data/frame/pytables.py,65c588f06ae3387cb2676598e34484603f150595,TODO: Write tests for this method!,https://github.com/JohnVinyard/zounds/commit/65c588f06ae3387cb2676598e34484603f150595,Yes
